"forecast_date","target","target_end_date","location","type","quantile","value"
2022-02-01,"3 week(s) ahead",2022-02-07,"AZ,CO,ID,MT,NV,NM,UT,WY","point","NA","0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5"
2022-02-08,"4 week(s) ahead",2022-02-14,"AZ,CO,ID,MT,NV,NM,UT,WY","point","NA","0.5, 0.5, 1, 2.5, 3.5, 4, 7"
2022-01-18,"1 week(s) ahead",2022-01-24,"AR,LA,OK,TX","point","NA","7.5, 7.5, 5.5, 6, 5.5, 4, 5"
2022-01-25,"2 week(s) ahead",2022-01-31,"AR,LA,OK,TX","point","NA","3.5, 4.5, 2.5, 3, 2.5, 2.5, 2"
2022-02-01,"3 week(s) ahead",2022-02-07,"AR,LA,OK,TX","point","NA","3, 2, 1.5, 2, 1.5, 2, 2.5"
2022-02-08,"4 week(s) ahead",2022-02-14,"AR,LA,OK,TX","point","NA","2, 2, 2, 1.5, 2, 2, 2.5"
2022-01-18,"1 week(s) ahead",2022-01-24,"CT,ME,MA,NH,RI","point","NA","6, 1, 2, 6.5, 3, 2, 6"
2022-01-25,"2 week(s) ahead",2022-01-31,"CT,ME,MA,NH,RI","point","NA","4.5, 3.5, 7, 0.5, 1, 7, 5"
2022-02-01,"3 week(s) ahead",2022-02-07,"CT,ME,MA,NH,RI","point","NA","2.5, 5.5, 5.5, 1, 9.5, 7, 1.5"
2022-02-08,"4 week(s) ahead",2022-02-14,"CT,ME,MA,NH,RI","point","NA","11, 6, 4.5, 12.5, 7, 0.5, 13"
2022-01-18,"1 week(s) ahead",2022-01-24,"DE,FL,GA,MD,NC,SC,VA,WV","point","NA","28.5, 3, 29, 4, 21, 3, 24"
2022-01-25,"2 week(s) ahead",2022-01-31,"DE,FL,GA,MD,NC,SC,VA,WV","point","NA","10, 25, 6, 26, 9, 21, 8.5"
2022-02-01,"3 week(s) ahead",2022-02-07,"DE,FL,GA,MD,NC,SC,VA,WV","point","NA","19, 4.5, 21, 8.5, 17.5, 7, 19"
2022-02-08,"4 week(s) ahead",2022-02-14,"DE,FL,GA,MD,NC,SC,VA,WV","point","NA","11, 17.5, 14, 19.5, 8.5, 17.5, 11.5"
2022-01-18,"1 week(s) ahead",2022-01-24,"IL,IN,MI,OH,WI","point","NA","7.5, 9.5, 5, 5.5, 9, 14.5, 8.5"
2022-01-25,"2 week(s) ahead",2022-01-31,"IL,IN,MI,OH,WI","point","NA","4.5, 10.5, 3, 2.5, 3, 2.5, 3"
2022-02-01,"3 week(s) ahead",2022-02-07,"IL,IN,MI,OH,WI","point","NA","2, 2.5, 3, 3.5, 1.5, 1, 2.5"
2022-02-08,"4 week(s) ahead",2022-02-14,"IL,IN,MI,OH,WI","point","NA","4, 1, 1, 2, 1, 1, 1.5"
2022-01-18,"1 week(s) ahead",2022-01-24,"IA,KS,MN,MO,NE,ND,SD","point","NA","10.5, 5, 11, 13.5, 2, 13.5, 11"
2022-01-25,"2 week(s) ahead",2022-01-31,"IA,KS,MN,MO,NE,ND,SD","point","NA","13, 16, 10.5, 15, 13.5, 14, 16"
2022-02-01,"3 week(s) ahead",2022-02-07,"IA,KS,MN,MO,NE,ND,SD","point","NA","13.5, 11.5, 12.5, 17, 27, 18.5, 6.5"
2022-02-08,"4 week(s) ahead",2022-02-14,"IA,KS,MN,MO,NE,ND,SD","point","NA","23, 11, 38.5, 16, 8, 42, 3.5"
2022-01-18,"1 week(s) ahead",2022-01-24,"NJ,NY,PA","point","NA","18, 14, 14.5, 15, 15, 15, 11.5"
2022-01-25,"2 week(s) ahead",2022-01-31,"NJ,NY,PA","point","NA","11.5, 12, 12, 19, 26, 35, 43"
2022-02-01,"3 week(s) ahead",2022-02-07,"NJ,NY,PA","point","NA","45.5, 61.5, 63, 64.5, 57.5, 61, 69.5"
2022-02-08,"4 week(s) ahead",2022-02-14,"NJ,NY,PA","point","NA","70, 77.5, 83.5, 92, 108.5, 122, 126"
